Name, category,publishtime,author,version,currentprice,primeprice,feedback,web
Archi-Doodle,All Art & Photography,5-Nov-13,Steve Bowkett,Paperback,18.68,19.61,4.5,https://www.bookdepository.com/Archi-Doodle-Steve-Bowkett/9781780673219?ref=grid-view
J. C. Leyendecker,All Art & Photography,1-Nov-08,Laurence S. Cutler,Hardback,46.28,59.99,4.5,https://www.bookdepository.com/J-C-Leyendecker-Laurence-S-Cutler-Judy-Goffman-Cutler/9780810995215?ref=grid-view
Violin Scales & Arpeggios  ABRSM Grade 5,All Art & Photography,1-Jul-11,ABRSM,Sheet music,7.98,0,5,https://www.bookdepository.com/Violin-Scales--Arpeggios-ABRSM-Grade-5-ABRSM/9781848493421?ref=grid-view
Songs of Innocence and of Experience,All Art & Photography,27-Oct-77,William Blake,Paperback,10.63,19.61,4,https://www.bookdepository.com/Songs-of-Innocence-and-of-Experience-William-Blake-Geoffrey-Keynes/9780192810892?ref=grid-view
The Steampunk Tarot,All Art & Photography,8-May-12,Barbara Moore,Kit,26.94,29.98,4.5,https://www.bookdepository.com/The-Steampunk-Tarot-Barbara-Moore-Aly-Fell/9780738726380?ref=grid-view
Anatomy for the Artist,All Art & Photography,22-Jun-11,Sarah Simblet,Hardback,36.77,37.1,4,https://www.bookdepository.com/Anatomy-for-the-Artist-Sarah-Simblet/9780751334418?ref=grid-view
Painting Abstracts,All Art & Photography,1-Nov-08,Rolina Van Vliet,Paperback,17.43,25.51,4,https://www.bookdepository.com/Painting-Abstracts-Rolina-Van-Vliet/9781844483365?ref=grid-view
The Far Side Gallery,All Art & Photography,1-Oct-84,Gary Larson,Paperback,17.84,0,4.5,https://www.bookdepository.com/The-Far-Side-Gallery-Gary-Larson/9780836220629?ref=grid-view
A Dozen a Day  Bk 3,All Art & Photography,1-Jul-05,Edna Mae Burnam,Paperback,8.87,0,4.5,https://www.bookdepository.com/Dozen-Day-Bk-3-Edna-Mae-Burnam/9780877180265?ref=grid-view
Much Loved,All Art & Photography,17-Mar-14,Mark Nixon,Hardback,15.14,17.95,4,https://www.bookdepository.com/Much-Loved-Mark-Nixon/9781419710124?ref=grid-view
Suzuki Piano School  Vol 4,All Art & Photography,8-Jun-11,Seizo Azuma,Paperback,18.36,20.99,4.5,https://www.bookdepository.com/Suzuki-Piano-School-Vol-4-Seizo-Azuma/9780739059906?ref=grid-view
Dancing with Jesus,All Art & Photography,9-Oct-12,Sam Stall,Board book,10.42,12.95,4,https://www.bookdepository.com/Dancing-with-Jesus-Sam-Stall/9780762444144?ref=grid-view
Understanding Close-Up Photography,All Art & Photography,31-Mar-09,Bryan Peterson,Paperback,25.47,25.51,4,https://www.bookdepository.com/Understanding-Close-Up-Photography-Bryan-Peterson/9780817427191?ref=grid-view
Alfred's Basic Piano Prep Course Theory  Bk C,All Art & Photography,1-Aug-90,Willard A Palmer,Paperback,8.87,0,0,https://www.bookdepository.com/Alfreds-Basic-Piano-Prep-Course-Theory-Bk-C-Willard-Palmer/9780739014004?ref=grid-view
Polar,All Art & Photography,6-Oct-15,Dan Kainen,Hardback,23.88,25.51,4.5,https://www.bookdepository.com/Polar-Dan-Kainen-Carol-Kaufmann/9780761185697?ref=grid-view
Master Shots,All Art & Photography,18-Apr-12,Christopher Kenworthy,Paperback,27.01,0,4,https://www.bookdepository.com/Master-Shots-Christopher-Kenworthy/9781615930876?ref=grid-view
Pop Manga Coloring Book,All Art & Photography,19-Jul-16,Camilla D'Errico,Paperback,18.43,0,4.5,https://www.bookdepository.com/Pop-Manga-Coloring-Book-Camilla-DErrico/9780399578472?ref=grid-view
Shades of Grey,All Art & Photography,3-Nov-16,Kate Watson Smyth,Hardback,26.08,29.96,4,https://www.bookdepository.com/Shades-of-Grey-Kate-Watson-Smyth/9781849757126?ref=grid-view
Dream Catcher,All Art & Photography,9-Feb-15,Christina Rose,Paperback,13.38,0,0,https://www.bookdepository.com/Dream-Catcher-Christina-Rose/9781909855830?ref=grid-view
Alfred's Basic Adult Piano Course,All Art & Photography,1-Jun-84,Manus Morton,Paperback,13.05,0,4,https://www.bookdepository.com/Alfreds-Basic-Adult-Piano-Course-Manus-Morton-Amanda-Vick-Lethco-Willard-Palmer/9780882846347?ref=grid-view
The Disney Book,All Art & Photography,14-Dec-15,DK,Hardback,28.6,0,4.5,https://www.bookdepository.com/The-Disney-Book-DK/9780241185315?ref=grid-view
A Beautiful Mess Happy Handmade Home  A,All Art & Photography,26-Aug-14,Elsie Larson,Paperback,20.78,21.61,3.5,https://www.bookdepository.com/Beautiful-Mess-Happy-Handmade-Home-Elsie-Larson-Emma-Chapman/9780770434052?ref=grid-view
Alive,All Art & Photography,23-Aug-11,Piers Paul Read,Paperback,10.3,0,4,https://www.bookdepository.com/Alive-Piers-Paul-Read/9780380003211?ref=grid-view
Finding Your Voice,All Art & Photography,1-Jan-08,Barbara Houseman,Paperback,16.74,25.94,4,https://www.bookdepository.com/Finding-Your-Voice-Barbara-Houseman/9781854596598?ref=grid-view
Premier Piano Course Lesson Book  Bk 1a,All Art & Photography,23-Jun-05,Dennis Alexander,Mixed media product,10.88,0,4.5,https://www.bookdepository.com/Premier-Piano-Course-Lesson-Book-Bk-1a-Dennis-Alexander/9780739023570?ref=grid-view
Harry Potter: Hogwarts Ruled Pocket Jour,All Art & Photography,4-Apr-17,Insight Editions,Hardback,8.72,12.99,0,https://www.bookdepository.com/Harry-Potter-Hogwarts-Ruled-Pocket-Jour-Insight-Editions/9781683830351?ref=grid-view
MR ROBOT Original Tie-in Book,All Art & Photography,8-Nov-16,Sam Esmail,Hardback,21.67,29.96,4.5,https://www.bookdepository.com/MR-ROBOT-Original-Tie-in-Book-Sam-Esmail-Courtney-Looney/9781419724428?ref=grid-view
Piano Lessons Made Easy: Level 1,All Art & Photography,22-Nov-04,Lina Ng,Sheet music,10.06,0,0,https://www.bookdepository.com/Piano-Lessons-Made-Easy-Level-1-Lina-Ng/9789679853612?ref=grid-view
Adult All-in-One Course,All Art & Photography,1-Jan-07,Willard A Palmer,Paperback,15.92,16.7,4.5,https://www.bookdepository.com/Adult-All-in-One-Course-Willard-Palmer/9780882848181?ref=grid-view
Art Journal Courage,All Art & Photography,20-Nov-14,Dina Wakley,Paperback,20.31,24.99,4.5,https://www.bookdepository.com/Art-Journal-Courage-Dina-Wakley/9781440333705?ref=grid-view
Postcards from Vogue,All Art & Photography,29-Nov-12,Vogue,Hardback,19.36,24.58,4,https://www.bookdepository.com/Postcards-from-Vogue-Vogue/9781846144684?ref=grid-view
Sagmeister: Made You Look,All Art & Photography,1-Sep-09,Stefan Sagmeister,Hardback,33.08,45,4.5,https://www.bookdepository.com/Sagmeister-Made-You-Look-Stefan-Sagmeister-Peter-Hall/9780810905979?ref=grid-view
Jean Haines' World of Watercolour,All Art & Photography,14-Jul-15,Jean Haines,Hardback,26.6,34.99,4.5,https://www.bookdepository.com/Jean-Haines-World-of-Watercolour-Jean-Haines/9781782210399?ref=grid-view
A Life in Parts,All Art & Photography,19-Oct-17,Bryan Cranston,Paperback,10.76,12.48,4,https://www.bookdepository.com/Life-in-Parts-Bryan-Cranston/9781409156598?ref=grid-view
Fine on Acting,All Art & Photography,11-Apr-14,Howard Fine,Paperback,21.75,24.99,4.5,https://www.bookdepository.com/Fine-on-Acting-Howard-Fine-Chris-Freeman/9780982285329?ref=grid-view
Violin Scales & Arpeggios  ABRSM Grade 3,All Art & Photography,1-Jul-11,ABRSM,Sheet music,9.26,0,3.5,https://www.bookdepository.com/Violin-Scales--Arpeggios-ABRSM-Grade-3-ABRSM/9781848493407?ref=grid-view
Art of Zootopia,All Art & Photography,8-Mar-16,Jessica Julius,Hardback,32.62,40.01,4.5,https://www.bookdepository.com/Art-of-Zootopia-Jessica-Julius/9781452122236?ref=grid-view
Creative Illustration,All Art & Photography,9-Oct-12,Andrew Loomis,Hardback,31.83,39.27,4.5,https://www.bookdepository.com/Creative-Illustration-Andrew-Loomis/9781845769284?ref=grid-view
Drape Drape 2,All Art & Photography,19-Sep-12,Hisako Sato,Paperback,22.43,24.94,4,https://www.bookdepository.com/Drape-Drape-2-Hisako-Sato/9781780670041?ref=grid-view
The Mammoth Book of Tattoos,All Art & Photography,24-Mar-09,Lal Hardy,Paperback,18.31,0,4,https://www.bookdepository.com/The-Mammoth-Book-of-Tattoos-Lal-Hardy/9781845297404?ref=grid-view
The Philosophy of Andy Warhol,All Art & Photography,1-Jan-15,Andy Warhol,Paperback,12.42,15.81,4,https://www.bookdepository.com/The-Philosophy-of-Andy-Warhol-Andy-Warhol/9780141189109?ref=grid-view
Theory of Music Made Easy: Grade 3,All Art & Photography,16-May-03,Lina Ng,Sheet music,8.29,0,0,https://www.bookdepository.com/Theory-of-Music-Made-Easy-Grade-3-Lina-Ng/9789679852950?ref=grid-view
The Illustrated History of Football,All Art & Photography,2-Nov-17,David Squires,Hardback,20.22,24.94,4.5,https://www.bookdepository.com/The-Illustrated-History-of-Football-David-Squires/9781780895598?ref=grid-view
The Story of the Trapp Family Singers,All Art & Photography,8-Aug-02,Maria Augusta Trapp,Paperback,11.98,15.99,4,https://www.bookdepository.com/The-Story-of-the-Trapp-Family-Singers-Maria-Augusta-Trapp/9780060005771?ref=grid-view
Piano Adventures,All Art & Photography,1-Jan-97,Nancy Faber,Paperback,9.11,0,3.5,https://www.bookdepository.com/Piano-Adventures-Nancy-Faber/9781616770853?ref=grid-view
The Modern Flower Painter,All Art & Photography,9-Sep-14,Anna Mason,Hardback,23.81,34.41,4.5,https://www.bookdepository.com/The-Modern-Flower-Painter-Anna-Mason/9781844488636?ref=grid-view
Harry Potter: Hogwarts Ruled Pocket Jour,All Art & Photography,19-May-15,Insight Editions,Hardback,13.95,18.63,4.5,https://www.bookdepository.com/Harry-Potter-Hogwarts-Ruled-Pocket-Jour-Insight-Editions/9781608875627?ref=grid-view
The Image of the City,All Art & Photography,1-Jan-60,Kevin Lynch,Paperback,25.85,26.54,4,https://www.bookdepository.com/The-Image-of-the-City-Kevin-Lynch/9780262620017?ref=grid-view
The Death and Life of Great American Cities,All Art & Photography,13-Sep-11,Jane Jacobs,Hardback,23.29,0,4.5,https://www.bookdepository.com/The-Death-and-Life-of-Great-American-Cities-Jane-Jacobs/9780679644330?ref=grid-view
Junior Hanon,All Art & Photography,1-Jun-62,Charles-Louis Hanon,Paperback,10.7,0,3.5,https://www.bookdepository.com/Junior-Hanon-Charles-Louis-Hanon/9780739012901?ref=grid-view
Scandinavia Dreaming : Nordic Homes  Interiors and Design: Scandinavian Design  Interiors and Living: Volume 2,All Art & Photography,28-Oct-16,Angel Trinidad,Hardback,65.09,0,4.5,https://www.bookdepository.com/Scandinavia-Dreaming--Nordic-Homes-Interiors-and-Design-Scandinavian-Design-Interiors-and-Living-Volume-2-Angel-Trinidad-Emma-Fexeus/9783899556704?ref=grid-view
A Practical Handbook For The Actor  A,All Art & Photography,12-Apr-86,Melissa Bruder,Paperback,13.26,15.01,4,https://www.bookdepository.com/Practical-Handbook-For-The-Actor-Melissa-Bruder/9780394744124?ref=grid-view
Lou Reed,All Art & Photography,15-Nov-15,Mick Wall,Paperback,6.01,15.99,3,https://www.bookdepository.com/Lou-Reed-Mick-Wall/9781409153047?ref=grid-view
Grapefruit,All Art & Photography,10-Oct-00,Yoko Ono,Hardback,18.53,20,4,https://www.bookdepository.com/Grapefruit-Yoko-Ono/9780743201100?ref=grid-view
Dress Scandinavian: Style your Life and Wardrobe the Danish Way,All Art & Photography,1-Dec-17,Pernille Teisbaek,Hardback,23.76,24.53,3.5,https://www.bookdepository.com/Dress-Scandinavian-Style-your-Life-and-Wardrobe-the-Danish-Way-Pernille-Teisbaek/9781785037061?ref=grid-view
Paint By Sticker: Masterpieces,All Art & Photography,20-Sep-16,Workman Publishing,Paperback,14.98,0,5,https://www.bookdepository.com/Paint-By-Sticker-Masterpieces-Workman-Publishing/9780761189510?ref=grid-view
The New Atkins for a New You Cookbook,All Food & Drink,27-Dec-11,Colette Heimowitz,Paperback,18.38,19.99,3.5,https://www.bookdepository.com/The-New-Atkins-for-New-You-Cookbook-Colette-Heimowitz/9781451660845?ref=grid-view
12 Steps To Raw Food,All Food & Drink,31-May-07,Victoria Boutenko,Paperback,17.7,0,4,https://www.bookdepository.com/12-Steps-Raw-Food-Victoria-Boutenko/9781556436512?ref=grid-view
Skinnytaste Fast and Slow,All Food & Drink,11-Oct-16,Gina Homolka,Hardback,27.69,30,4,https://www.bookdepository.com/Skinnytaste-Fast-and-Slow-Gina-Homolka/9780553459609?ref=grid-view
Made In Italy,All Food & Drink,1-Nov-14,Silvia Colloca,Hardback,29.47,45,5,https://www.bookdepository.com/Made-In-Italy-Silvia-Colloca/9781921383977?ref=grid-view
Marshmallow Madness!,All Food & Drink,28-Feb-12,Shauna Sever,Hardback,18.86,0,4,https://www.bookdepository.com/Marshmallow-Madness-Shauna-Sever/9781594745720?ref=grid-view
Regarding Cocktails,All Food & Drink,31-Oct-16,Sasha Petraske,Hardback,25.29,29.96,4.5,https://www.bookdepository.com/Regarding-Cocktails-Sasha-Petraske-Georgette-Moger-Petraske-Dale-DeGroff/9780714872810?ref=grid-view
Ketogenic Diet,All Food & Drink,4-Aug-15,Malik Johnson,Paperback,13.95,0,5,https://www.bookdepository.com/Ketogenic-Diet-Malik-Johnson/9781515351511?ref=grid-view
Vegan for Her,All Food & Drink,7-Sep-13,Virginia Messina,Paperback,15.14,16.99,4,https://www.bookdepository.com/Vegan-for-Her-Virginia-Messina-J-L-Fields/9780738216713?ref=grid-view
I Am Grateful,All Food & Drink,1-May-07,Terces Engelhart,Paperback,21.85,24.94,4,https://www.bookdepository.com/I-Am-Grateful-Terces-Engelhart/9781556436475?ref=grid-view
Seasons,All Food & Drink,4-Jun-15,Donna Hay,Paperback,30.75,0,4,https://www.bookdepository.com/Seasons-Donna-Hay/9780732290498?ref=grid-view
Lucky Peach  Issue 8,All Food & Drink,17-Sep-13,David Chang,Paperback,15.1,0,4,https://www.bookdepository.com/Lucky-Peach-Issue-8-David-Chang-Peter-Meehan-Chris-Ying/9781938073618?ref=grid-view
Barefoot Contessa Foolproof,All Food & Drink,30-Oct-12,Ina Garten,Hardback,28.97,34.99,4.5,https://www.bookdepository.com/Barefoot-Contessa-Foolproof-Ina-Garten/9780307464873?ref=grid-view
The Desserts of New York,All Food & Drink,18-Jul-17,Yasmin Newman,Paperback,24.97,24.99,3.5,https://www.bookdepository.com/The-Desserts-of-New-York-Yasmin-Newman/9781743792124?ref=grid-view
Raw Food,All Food & Drink,18-Mar-10,Erica Palmcrantz Aziz,Paperback,21,0,4,https://www.bookdepository.com/Raw-Food-Erica-Palmcrantz-Aziz-Irmela-Lilja/9781602399488?ref=grid-view
Jacques Pepin New Complete Techniques,All Food & Drink,13-Nov-12,Jacques Pepin,Hardback,56.97,0,4.5,https://www.bookdepository.com/Jacques-Pepin-New-Complete-Techniques-Jacques-Pepin/9781579129118?ref=grid-view
The Hungry Healthy Student Cookbook,All Food & Drink,2-Jun-16,Unknown,Paperback,12.92,15.51,3.5,https://www.bookdepository.com/The-Hungry-Healthy-Student-Cookbook/9781846015137?ref=grid-view
The Champagne Guide 2018-2019,All Food & Drink,14-Nov-17,Tyson Stelzer,Hardback,27.14,34.99,0,https://www.bookdepository.com/The-Champagne-Guide-2018-2019-Tyson-Stelzer/9781743793183?ref=grid-view
Raw Food Made Easy for 1 or 2 People,All Food & Drink,9-Oct-12,Jennifer Cornbleet,Paperback,21.04,0,4,https://www.bookdepository.com/Raw-Food-Made-Easy-for-1-or-2-People-Jennifer-Cornbleet/9781570672736?ref=grid-view
Davina's Smart Carbs,All Food & Drink,27-Sep-16,Davina McCall,Paperback,20.1,23.99,4,https://www.bookdepository.com/Davinas-Smart-Carbs-Davina-McCall/9781409157670?ref=grid-view
Simply Bill,All Food & Drink,1-Aug-05,Bill Granger,Paperback,28.3,31.64,4,https://www.bookdepository.com/Simply-Bill-Bill-Granger-Petrina-Tinslay/9781740453639?ref=grid-view
Cookbook for Teens,All Food & Drink,12-Feb-14,Mendocino Press,Paperback,10.26,11.99,3.5,https://www.bookdepository.com/Cookbook-for-Teens-Mendocino-Press/9781623153618?ref=grid-view
Flat Belly Diet! Pocket Guide,All Food & Drink,25-Sep-09,Liz Vaccariello,Paperback,8.9,0,3.5,https://www.bookdepository.com/Flat-Belly-Diet-Pocket-Guide-Liz-Vaccariello/9781605296500?ref=grid-view
Vintage Spirits and Forgotten Cocktails,All Food & Drink,1-Oct-09,Ted Haigh,Spiral bound,18.31,19.99,4.5,https://www.bookdepository.com/Vintage-Spirits-and-Forgotten-Cocktails-Ted-Haigh/9781592535613?ref=grid-view
Australian Camp Oven Cooking,All Food & Drink,30-Sep-12,Jo Clews,Paperback,28.97,37.47,0,https://www.bookdepository.com/Australian-Camp-Oven-Cooking-Jo-Clews/9781921874901?ref=grid-view
Wild Food,All Food & Drink,1-Feb-16,Roger Phillips,Hardback,25.11,33.37,5,https://www.bookdepository.com/Wild-Food-Roger-Phillips/9781447249962?ref=grid-view
Erica White's Beat Candida Cookbook,All Food & Drink,1-Nov-99,Erica White,Paperback,22.24,26.5,3.5,https://www.bookdepository.com/Erica-Whites-Beat-Candida-Cookbook-Erica-White/9780722538562?ref=grid-view
Little & Friday Every Meal,All Food & Drink,31-Oct-16,Kim Evans,Hardback,36.7,39.1,5,https://www.bookdepository.com/Little--Friday-Every-Meal-Kim-Evans-Sophie-Beck/9780143574286?ref=grid-view
Barefoot Contessa Back to Basics,All Food & Drink,28-Oct-08,Ina Garten,Hardback,29.23,34.99,4,https://www.bookdepository.com/Barefoot-Contessa-Back-Basics-Ina-Garten/9781400054350?ref=grid-view
Low & Slow,All Food & Drink,7-May-09,Colleen Rush,Paperback,17.74,22,4,https://www.bookdepository.com/Low--Slow-Colleen-Rush-Gary-Wiviott/9780762436095?ref=grid-view
STRONG,All Food & Drink,3-Apr-18,Zanna Van Dijk,Paperback,21.52,26.75,4.5,https://www.bookdepository.com/STRONG-Zanna-Van-Dijk/9781472242341?ref=grid-view
Mug Crumbles,All Food & Drink,9-Feb-16,Christelle Huet-Gomez,Hardback,11.74,11.95,4,https://www.bookdepository.com/Mug-Crumbles-Christelle-Huet-Gomez/9781784880224?ref=grid-view
Cultured Food in a Jar,All Food & Drink,26-Sep-17,Donna Schwenk,Paperback,19.66,22.2,4.5,https://www.bookdepository.com/Cultured-Food-in-Jar-Donna-Schwenk/9781401951269?ref=grid-view
Ani's Raw Food Essentials,All Food & Drink,19-Apr-12,Ani Phyo,Paperback,19.91,19.99,4,https://www.bookdepository.com/Anis-Raw-Food-Essentials-Ani-Phyo/9780738215600?ref=grid-view
Surprise-inside Cakes,All Food & Drink,10-Apr-14,Amanda Rettke,Hardback,26.25,30,4,https://www.bookdepository.com/Surprise-inside-Cakes-Amanda-Rettke/9780062195319?ref=grid-view
Vegan Soul Kitchen,All Food & Drink,2-Apr-09,Bryant Terry,Paperback,17.23,18.99,4,https://www.bookdepository.com/Vegan-Soul-Kitchen-Bryant-Terry/9780738212289?ref=grid-view
Lauren Conrad Celebrate,All Food & Drink,1-Apr-16,Lauren Conrad,Hardback,23.15,28.98,4,https://www.bookdepository.com/Lauren-Conrad-Celebrate-Lauren-Conrad/9780062438324?ref=grid-view
365 Days of Keto Diet Recipes,All Food & Drink,28-Apr-15,Sarah Peterson,Paperback,22.64,0,3,https://www.bookdepository.com/365-Days-of-Keto-Diet-Recipes-Sarah-Peterson/9781511891417?ref=grid-view
200 Easy Homemade Cheese Recipes,All Food & Drink,29-Aug-13,Debra Amrein-Boyes,Paperback,22.88,27.96,4,https://www.bookdepository.com/200-Easy-Homemade-Cheese-Recipes-Debra-Amrein-Boyes/9780778804659?ref=grid-view
Jamie's Italy,All Food & Drink,14-Nov-06,Jamie Oliver,Hardback,30.65,34.95,4,https://www.bookdepository.com/Jamies-Italy-Jamie-Oliver/9781401301958?ref=grid-view
Essential Cuisines Of Mexico,All Food & Drink,1-Dec-09,Diana Kennedy,Paperback,24.08,25,4.5,https://www.bookdepository.com/Essential-Cuisines-Of-Mexico-Diana-Kennedy/9780307587725?ref=grid-view
Conscious Eating,All Food & Drink,1-May-00,Gabriel Cousens,Paperback,32.95,34.99,4,https://www.bookdepository.com/Conscious-Eating-Gabriel-Cousens/9781556432859?ref=grid-view
Difford's Guide to Cocktails #12,All Food & Drink,25-Jul-16,Simon Difford,Hardback,73.6,0,5,https://www.bookdepository.com/Diffords-Guide-Cocktails-12-Simon-Difford/9780957681538?ref=grid-view
Apples for Jam,All Food & Drink,5-Apr-10,Tessa Kiros,Paperback,28.1,28.46,4,https://www.bookdepository.com/Apples-for-Jam-Tessa-Kiros/9781741966862?ref=grid-view
Vegan Under Pressure,All Food & Drink,12-Jan-16,Jill Nussinow,Paperback,18.88,18.99,4,https://www.bookdepository.com/Vegan-Under-Pressure-Jill-Nussinow/9780544464025?ref=grid-view
Great Gluten-Free Vegan Eats,All Food & Drink,15-Jul-12,Allyson Kramer,Paperback,21.92,21.99,4,https://www.bookdepository.com/Great-Gluten-Free-Vegan-Eats-Allyson-Kramer/9781592335138?ref=grid-view
Basque,All Food & Drink,29-Mar-16,Jose Pizarro,Hardback,31.7,39.95,4,https://www.bookdepository.com/Basque-Jose-Pizarro/9781784880262?ref=grid-view
5:2 Fast Diet for Beginners,All Food & Drink,8-May-13,Rockridge Press,Paperback,11.31,0,3.5,https://www.bookdepository.com/52-Fast-Diet-for-Beginners-Rockridge-Press/9781623151478?ref=grid-view
