Name,category,publishtime,author,version,currentprice,primeprice,feedback,URL_Á´½Ó
Rogue Warrior of the SAS,All History & Archaeology,3-Dec-12,Martin Dillon,Paperback,12.16,14.95,4.5,https://www.bookdepository.com/Rogue-Warrior-of-the-SAS-Martin-Dillon-Roy-Bradford/9781780575827?ref=grid-view
The Pity of It All,All History & Archaeology,1-Dec-03,Professor Amos Elon,Paperback,19.6,21,4.5,https://www.bookdepository.com/The-Pity-of-It-All-Professor-Amos-Elon/9780312422813?ref=grid-view
The Routledge Atlas of Jewish History,All History & Archaeology,2-Aug-11,Martin Gilbert,Paperback,27.97,31.95,4,https://www.bookdepository.com/The-Routledge-Atlas-of-Jewish-History-Martin-Gilbert/9780415558112?ref=grid-view
Genghis Khan's Greatest General,All History & Archaeology,30-Mar-06,Richard A Gabriel,Paperback,17.43,19.95,4,https://www.bookdepository.com/Genghis-Khans-Greatest-General-Richard-Gabriel/9780806137346?ref=grid-view
A Companion to the Roman Army,All History & Archaeology,21-Dec-10,Paul Erdkamp,Paperback,52.93,57.95,4.5,https://www.bookdepository.com/Companion-the-Roman-Army-Paul-Erdkamp/9781444339215?ref=grid-view
La Bella Figura,All History & Archaeology,12-Jun-07,Beppe Severgnini,Paperback,14.38,15.01,3.5,https://www.bookdepository.com/La-Bella-Figura-Beppe-Severgnini/9780767914406?ref=grid-view
The Six Day War 1967: Jordan and Syria,All History & Archaeology,24-Nov-09,Simon Dunstan,Paperback,20,21.95,4,https://www.bookdepository.com/The-Six-Day-War-1967-Jordan-and-Syria-Simon-Dunstan-Peter-Dennis/9781846033643?ref=grid-view
The Battle of Britain,All History & Archaeology,6-May-10,Richard Overy,Paperback,12.02,13.87,3.5,https://www.bookdepository.com/The-Battle-of-Britain-Richard-Overy/9781846143564?ref=grid-view
DK Eyewitness Travel Guide Prague,All History & Archaeology,7-Oct-15,DK,Paperback,12.6,18.03,4.5,https://www.bookdepository.com/DK-Eyewitness-Travel-Guide-Prague-DK/9780241007303?ref=grid-view
Sniper Ace,All History & Archaeology,19-Nov-09,Bruno Sutkus,Hardback,24.67,32.4,3.5,https://www.bookdepository.com/Sniper-Ace-Bruno-Sutkus/9781848325487?ref=grid-view
Villages of Britain,All History & Archaeology,13-Oct-10,Clive Aslet,Hardback,38.73,47.96,4,https://www.bookdepository.com/Villages-of-Britain-Clive-Aslet/9780747588726?ref=grid-view
Blood in the Water,All History & Archaeology,22-Aug-17,Heather Ann Thompson,Paperback,20.43,0,4.5,https://www.bookdepository.com/Blood-in-the-Water-Heather-Ann-Thompson/9781400078240?ref=grid-view
The Devils of Loudun,All History & Archaeology,1-Aug-09,Aldous Huxley,Paperback,15.6,15.99,4,https://www.bookdepository.com/The-Devils-of-Loudun-Aldous-Huxley/9780061724916?ref=grid-view
The Loneliest Boy in the World,All History & Archaeology,28-Aug-14,Gearoid Cheaist O Cathain,Paperback,15.01,25,4,https://www.bookdepository.com/The-Loneliest-Boy-in-the-World-Gearoid-Cheaist-O-Cathain-Patricia-Ahern/9781848892071?ref=grid-view
The Golden Thread,All History & Archaeology,5-Sep-13,Ewan Clayton,Hardback,28.44,34.7,4,https://www.bookdepository.com/The-Golden-Thread-Ewan-Clayton/9781848873629?ref=grid-view
Soyuz Manual,All History & Archaeology,1-Oct-14,David Baker,Hardback,25.07,36.95,4.5,https://www.bookdepository.com/Soyuz-Manual-David-Baker/9780857334053?ref=grid-view
Edward VI (Penguin Monarchs),All History & Archaeology,1-Nov-15,Stephen Alford,Hardback,13.24,18.5,3.5,https://www.bookdepository.com/Edward-VI-Penguin-Monarchs-Stephen-Alford/9780141976914?ref=grid-view
Charles Bean's Gallipoli,All History & Archaeology,20-May-15,Phillip Bradley,Hardback,48.71,54.96,4,https://www.bookdepository.com/Charles-Beans-Gallipoli-Phillip-Bradley/9781742371238?ref=grid-view
Mornings on Horseback,All History & Archaeology,1-Jan-86,David McCullough,Paperback,16.03,17,4,https://www.bookdepository.com/Mornings-on-Horseback-David-McCullough/9780671447540?ref=grid-view
The World That Made New Orleans,All History & Archaeology,1-Sep-09,Ned Sublette,Paperback,17.6,0,4,https://www.bookdepository.com/The-World-That-Made-New-Orleans-Ned-Sublette/9781556529580?ref=grid-view
Order in Chaos,All History & Archaeology,5-Jun-15,Hermann Balck,Hardback,50.56,0,4.5,https://www.bookdepository.com/Order-in-Chaos-Hermann-Balck-David-T-Zabecki-Dieter-J-Biederkarken/9780813161266?ref=grid-view
Vigee Le Brun,All History & Archaeology,19-Mar-16,Katharine Baetjer,Hardback,45.29,49.15,4.5,https://www.bookdepository.com/Vigee-Le-Brun-Katharine-Baetjer-Joseph-Baillio-Paul-Lang-Ekaterina-Deryabina-Gwenola-Moulin-Firmin/9781588395818?ref=grid-view
The Greco-Roman World of the New Testament Era,All History & Archaeology,7-Nov-99,James S Jeffers,Microfilm,24.35,25,4,https://www.bookdepository.com/The-Greco-Roman-World-of-the-New-Testament-Era-James-S-Jeffers/9780830815890?ref=grid-view
The Archaeology of Australia's Deserts,All History & Archaeology,14-May-13,Mike Smith,Hardback,107.65,0,4.5,https://www.bookdepository.com/The-Archaeology-of-Australias-Deserts-Mike-Smith/9780521407458?ref=grid-view
Victory at Any Cost,All History & Archaeology,11-May-05,Cecil B. Currey,Paperback,11.79,0,4,https://www.bookdepository.com/Victory-at-Any-Cost-Cecil-B-Currey/9781574887426?ref=grid-view
Pompey Elliott at War: In His Own Words,All History & Archaeology,2-Oct-17,Ross McMullin,Hardback,42.21,46.93,5,https://www.bookdepository.com/Pompey-Elliott-at-War-In-His-Own-Words-Ross-McMullin/9781925322415?ref=grid-view
Mary I (Penguin Monarchs),All History & Archaeology,1-Mar-17,John Edwards,Hardback,15.44,21.25,3.5,https://www.bookdepository.com/Mary-I-Penguin-Monarchs-John-Edwards/9780241184103?ref=grid-view
Postcolonial Theory and the Specter of Capital,All History & Archaeology,12-Mar-13,Vivek Chibber,Paperback,26.21,29.96,4,https://www.bookdepository.com/Postcolonial-Theory-and-the-Specter-of-Capital-Vivek-Chibber/9781844679768?ref=grid-view
The Idealist,All History & Archaeology,7-Oct-14,Nina Munk,Paperback,15.78,15.95,4,https://www.bookdepository.com/The-Idealist-Nina-Munk/9780767929424?ref=grid-view
The Fun of the Fifties: Ads  Fads and Fashion,All History & Archaeology,1-Sep-16,Robert Opie,Hardback,14.94,22.95,3.5,https://www.bookdepository.com/The-Fun-of-the-Fifties-Ads-Fads-and-Fashion-Robert-Opie/9781782435273?ref=grid-view
A Less Boring History of the World,All History & Archaeology,1-Apr-14,Dave Rear,Hardback,17.8,23.95,3.5,https://www.bookdepository.com/Less-Boring-History-of-the-World-Dave-Rear/9780224087025?ref=grid-view
American Prometheus,All History & Archaeology,29-Jan-09,Kai Bird,Paperback,22.6,0,4,https://www.bookdepository.com/American-Prometheus-Kai-Bird-Martin-J-Sherwin/9781843547051?ref=grid-view
Ki-44 `Tojo' Aces of World War 2,All History & Archaeology,18-Oct-11,Nicholas Millman,Paperback,17.48,22.95,4.5,https://www.bookdepository.com/Ki-44-Tojo-Aces-of-World-War-2-Nicholas-Millman-Ronnie-Olsthoorn/9781849084406?ref=grid-view
Princes in the Tower  the,All History & Archaeology,1-Aug-95,Alison Weir,Paperback,16.88,17,4,https://www.bookdepository.com/Princes-in-the-Tower-the-Alison-Weir/9780345391780?ref=grid-view
Lady Killers,All History & Archaeology,10-Oct-17,Tori Telfer,Paperback,15.17,15.99,3.5,https://www.bookdepository.com/Lady-Killers-Tori-Telfer/9780062433732?ref=grid-view
On the Spartacus Road,All History & Archaeology,1-Feb-11,Peter Stothard,Paperback,13.09,15.51,3,https://www.bookdepository.com/On-the-Spartacus-Road-Peter-Stothard/9780007340804?ref=grid-view
Crossing the Line: Australia's Secret History in the Timor Sea,All History & Archaeology,14-Aug-17,Kim McGrath,Paperback,19.93,0,4.5,https://www.bookdepository.com/Crossing-the-Line-Australias-Secret-History-in-the-Timor-Sea-Kim-McGrath/9781863959360?ref=grid-view
The Periodic Table,All History & Archaeology,4-Apr-95,Primo Levi,Paperback,13.95,15.01,4,https://www.bookdepository.com/The-Periodic-Table-Primo-Levi/9780805210415?ref=grid-view
Life of St Columba,All History & Archaeology,1-Nov-95,St.Adamnan,Paperback,15.09,18,4,https://www.bookdepository.com/Life-of-St-Columba-StAdamnan-Richard-Sharpe/9780140444629?ref=grid-view
Hasidic Tales of the Holocaust,All History & Archaeology,26-Oct-88,Yaffa Eliach,Paperback,15.96,16.95,4.5,https://www.bookdepository.com/Hasidic-Tales-of-the-Holocaust-Yaffa-Eliach/9780679720430?ref=grid-view
Detroit 67,All History & Archaeology,1-Dec-17,Stuart Cosgrove,Paperback,14.12,14.99,4,https://www.bookdepository.com/Detroit-67-Stuart-Cosgrove/9781846973666?ref=grid-view
Tanks and Armored Vehicles,All History & Archaeology,19-Jun-13,Bruce LaFontaine,Paperback,7.26,0,4.5,https://www.bookdepository.com/Tanks-and-Armored-Vehicles-Bruce-LaFontaine/9780486413174?ref=grid-view
Zibaldone: The Notebooks of Leopardi,All History & Archaeology,1-Aug-13,Giacomo Leopardi,Hardback,59.29,69.41,4.5,https://www.bookdepository.com/Zibaldone-The-Notebooks-of-Leopardi-Giacomo-Leopardi/9780141194400?ref=grid-view
Air America,All History & Archaeology,19-Jan-12,Christopher Robbins,Paperback,10.76,17.25,4,https://www.bookdepository.com/Air-America-Christopher-Robbins/9781908059017?ref=grid-view
Decline and Fall (2),All History & Archaeology,21-Jun-11,Evelyn Waugh,Hardback,34.38,55.75,4,https://www.bookdepository.com/Decline-and-Fall-2-Evelyn-Waugh/9780141193427?ref=grid-view
Flaubert in Egypt,All History & Archaeology,1-Mar-96,Gustave Flaubert,Paperback,11.24,16.01,3.5,https://www.bookdepository.com/Flaubert-in-Egypt-Gustave-Flaubert-Francis-Steegmuller/9780140435825?ref=grid-view
Racecraft,All History & Archaeology,4-Mar-14,Karen E. Fields,Paperback,14.92,18.63,4,https://www.bookdepository.com/Racecraft-Karen-E-Fields-Barbara-Jeanne-Fields/9781781683132?ref=grid-view
Cider With Rosie,All History & Archaeology,15-May-14,Laurie Lee,Hardback,22.7,23.58,4,https://www.bookdepository.com/Cider-With-Rosie-Laurie-Lee/9780099561446?ref=grid-view
The Body Broken,All History & Archaeology,19-Nov-10,Charles F. Briggs,Paperback,37.73,39.95,4.5,https://www.bookdepository.com/The-Body-Broken-Charles-F-Briggs/9780415341509?ref=grid-view
The Franco-Prussian War,All History & Archaeology,28-Feb-05,Geoffrey Wawro,Paperback,28.79,32,4,https://www.bookdepository.com/The-Franco-Prussian-War-Geoffrey-Wawro/9780521617437?ref=grid-view
The Pope and Mussolini,All History & Archaeology,11-May-15,Professor David I Kertzer,Paperback,21.97,0,4,https://www.bookdepository.com/The-Pope-and-Mussolini-Professor-David-I-Kertzer/9780812983678?ref=grid-view
The Year that Changed the World,All History & Archaeology,5-Aug-10,Michael Meyer,Paperback,10.73,12.13,4,https://www.bookdepository.com/The-Year-that-Changed-the-World-Michael-Meyer/9781847394347?ref=grid-view
Wings of the Weird and Wonderful,All History & Archaeology,13-Dec-10,Captain Eric Brown,Hardback,41.87,56.95,4.5,https://www.bookdepository.com/Wings-of-the-Weird-and-Wonderful-Captain-Eric-Brown/9781902109169?ref=grid-view
Scars Of Independence,All History & Archaeology,9-May-17,Holger Hoock,Hardback,27.04,30,4,https://www.bookdepository.com/Scars-Of-Independence-Holger-Hoock/9780804137287?ref=grid-view
Washington,All History & Archaeology,5-Oct-10,Ron Chernow,Hardback,34.19,39.33,4,https://www.bookdepository.com/Washington-Ron-Chernow/9781594202667?ref=grid-view
JFK - An American Coup D'etat,All History & Archaeology,1-Apr-16,John Hughes-Wilson,Paperback,11.69,16.95,4,https://www.bookdepository.com/JFK---An-American-Coup-Detat-John-Hughes-Wilson/9781784184209?ref=grid-view
If a Pirate I Must Be--,All History & Archaeology,1-Jun-09,Richard Sanders,Paperback,8.97,14.95,4,https://www.bookdepository.com/If-Pirate-I-Must-Be---Richard-Sanders/9781602396241?ref=grid-view
Imperial Japanese Navy Submarines 1941-45,All History & Archaeology,26-Jun-07,Mark Stille,Paperback,16.1,17.95,3.5,https://www.bookdepository.com/Imperial-Japanese-Navy-Submarines-1941-45-Mark-Stille-Tony-Bryan/9781846030901?ref=grid-view
No Place Like Home,All History & Archaeology,24-Sep-13,Pen Farthing,Paperback,11.2,16.95,4.5,https://www.bookdepository.com/No-Place-Like-Home-Pen-Farthing/9780091928841?ref=grid-view
The Four Voyages of Christopher Columbus,All History & Archaeology,5-May-92,Christopher Columbus,Paperback,12.62,17,3.5,https://www.bookdepository.com/The-Four-Voyages-of-Christopher-Columbus-Christopher-Columbus-John-M-Cohen/9780140442175?ref=grid-view
Fifty Modern Thinkers on Education,All History & Archaeology,1-Oct-01,Liora Bresler,Paperback,29.19,35.95,3.5,https://www.bookdepository.com/Fifty-Modern-Thinkers-on-Education-Liora-Bresler-Joy-Palmer-David-E-Cooper/9780415224093?ref=grid-view
The Wise Men,All History & Archaeology,4-Jun-13,Walter Isaacson,Paperback,19.67,20,4,https://www.bookdepository.com/The-Wise-Men-Walter-Isaacson-Evan-Thomas/9781476728827?ref=grid-view
Outlines of Pyrrhonism: v. 1,All History & Archaeology,1-Jun-76,Empiricus Sextus,Hardback,22.2,26,4,https://www.bookdepository.com/Outlines-of-Pyrrhonism-v-1-Empiricus-Sextus-RG-Bury/9780674993013?ref=grid-view
People Like Us,All History & Archaeology,29-Sep-09,Joris Luyendijk,Paperback,14.74,14.95,4,https://www.bookdepository.com/People-Like-Us-Joris-Luyendijk/9781593762568?ref=grid-view
The Irony of American History,All History & Archaeology,1-May-08,Reinhold Niebuhr,Paperback,22.93,0,4,https://www.bookdepository.com/The-Irony-of-American-History-Reinhold-Niebuhr-Andrew-J-Bacevich/9780226583983?ref=grid-view
Hero or Deserter?,All History & Archaeology,1-Dec-17,Roger Maynard,Paperback,25.03,34.95,3,https://www.bookdepository.com/Hero-or-Deserter-Roger-Maynard/9780143783923?ref=grid-view
The Table Comes First,All History & Archaeology,21-Aug-12,Adam Gopnik,Paperback,15.8,16.95,3.5,https://www.bookdepository.com/The-Table-Comes-First-Adam-Gopnik/9780307476968?ref=grid-view
Negroland,All History & Archaeology,5-Jan-17,Margo Jefferson,Paperback,10.87,12.48,3.5,https://www.bookdepository.com/Negroland-Margo-Jefferson/9781783783397?ref=grid-view
Renaissance People: Lives that Shaped the Modern Age,All History & Archaeology,2-Jan-12,Robert C. Davis,Hardback,33.04,57,4,https://www.bookdepository.com/Renaissance-People-Lives-that-Shaped-the-Modern-Age-Robert-C-Davis-Beth-Lindsmith/9780500251775?ref=grid-view
Race and Revolution,All History & Archaeology,17-May-03,Max Shachtman,Hardback,18.75,19,4,https://www.bookdepository.com/Race-and-Revolution-Max-Shachtman-Christopher-Phelps/9781859845127?ref=grid-view
Life and Times of the Thunderbolt Kid,All History & Archaeology,25-Sep-07,Bill Bryson,Paperback,14.94,15.99,4,https://www.bookdepository.com/Life-and-Times-of-the-Thunderbolt-Kid-Bill-Bryson/9780767919371?ref=grid-view
Imperial Armies of the Thirty Years' War: Cavalry v. 2,All History & Archaeology,23-Nov-10,Vladimir Brnardic,Paperback,16.45,17.95,4,https://www.bookdepository.com/Imperial-Armies-of-the-Thirty-Years-War-Cavalry-v-2-Vladimir-Brnardic-Darko-Pavlovic/9781846039973?ref=grid-view
Irish History for Dummies 2E,All History & Archaeology,2-Aug-11,Mike Cronin,Paperback,20.06,24.99,3.5,https://www.bookdepository.com/Irish-History-for-Dummies-2E-Mike-Cronin/9781119995876?ref=grid-view
Late Antiquity: A Very Short Introduction,All History & Archaeology,1-Dec-11,Gillian Clark,Paperback,9.4,11.95,4,https://www.bookdepository.com/Late-Antiquity-Very-Short-Introduction-Gillian-Clark/9780199546206?ref=grid-view
The Paston Letters,All History & Archaeology,1-Mar-09,Norman Davis,Paperback,10.76,12.95,3.5,https://www.bookdepository.com/The-Paston-Letters-Norman-Davis/9780199538379?ref=grid-view
Parisians,All History & Archaeology,11-Apr-11,Graham Robb,Paperback,18.74,18.95,3.5,https://www.bookdepository.com/Parisians-Graham-Robb/9780393339734?ref=grid-view
Heritage  Museums and Galleries,All History & Archaeology,1-Feb-05,Gerard Corsane,Paperback,44.96,0,3.5,https://www.bookdepository.com/Heritage-Museums-and-Galleries-Gerard-Corsane/9780415289467?ref=grid-view
Incidents in the Life of a Slave Girl,All History & Archaeology,5-Jan-10,Harriet Jacobs,Paperback,8.72,0,4,https://www.bookdepository.com/Incidents-in-the-Life-of-Slave-Girl-Harriet-Jacobs/9780451531469?ref=grid-view
Open Letters,All History & Archaeology,2-Jun-92,Vaclav Havel,Paperback,16.38,16.95,4,https://www.bookdepository.com/Open-Letters-Vaclav-Havel/9780679738114?ref=grid-view
Nelson: A Dream of Glory,All History & Archaeology,15-Oct-12,John Sugden,Paperback,34.83,0,4.5,https://www.bookdepository.com/Nelson-Dream-of-Glory-John-Sugden/9781845951917?ref=grid-view
740 Park,All History & Archaeology,11-Nov-09,Professor Michael Gross,Paperback,20.93,0,3.5,https://www.bookdepository.com/740-Park-Professor-Michael-Gross/9780767917445?ref=grid-view
DK Eyewitness Travel Guide South Africa,All History & Archaeology,21-Oct-15,DK Publishing,Paperback,35.55,0,3.5,https://www.bookdepository.com/DK-Eyewitness-Travel-Guide-South-Africa-DK-Publishing/9781409371656?ref=grid-view
Churchill and the Jews,All History & Archaeology,4-Jul-08,Martin Gilbert,Paperback,12.34,18.5,4,https://www.bookdepository.com/Churchill-and-the-Jews-Martin-Gilbert/9781416522577?ref=grid-view
The Story of Pain,All History & Archaeology,10-Apr-17,Joanna Bourke,Paperback,14.3,16.95,3.5,https://www.bookdepository.com/The-Story-of-Pain-Joanna-Bourke/9780199689439?ref=grid-view
Decadent,All History & Archaeology,1-Apr-14,Rennie Ellis,Hardback,50.71,0,4,https://www.bookdepository.com/Decadent-Rennie-Ellis/9781742705347?ref=grid-view
The History of Witchcraft and Demonology,All History & Archaeology,30-Jul-07,Montague Summers,Paperback,15.91,0,4,https://www.bookdepository.com/The-History-of-Witchcraft-and-Demonology-Montague-Summers/9780486460116?ref=grid-view
Ireland,All History & Archaeology,2-Feb-16,Jim Pipe,Hardback,11.06,0,3.5,https://www.bookdepository.com/Ireland-Jim-Pipe/9781905638987?ref=grid-view
Coffee Life in Japan,All History & Archaeology,21-Jun-12,Merry I. White,Paperback,29.47,29.96,3.5,https://www.bookdepository.com/Coffee-Life-in-Japan-Merry-I-White/9780520271159?ref=grid-view
